"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name"
8000276,"rizatriptan",9000865,"rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet","02396203","DOM-RIZATRIPTAN RDT (rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet) DOMINION PHARMACAL"
8000046,"allopurinol",9000159,"allopurinol 100 mg oral tablet","02396327","MAR-ALLOPURINOL (allopurinol 100 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000046,"allopurinol",9000160,"allopurinol 200 mg oral tablet","02396335","MAR-ALLOPURINOL (allopurinol 200 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000046,"allopurinol",9000073,"allopurinol 300 mg oral tablet","02396343","MAR-ALLOPURINOL (allopurinol 300 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000348,"pregabalin",9001116,"pregabalin 25 mg oral capsule","02396483","PREGABALIN (pregabalin 25 mg oral capsule) PRO DOC LIMITEE"
8000179,"desogestrel and ethinyl estradiol",9000460,"desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet","02396491","FREYA 21 (desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000348,"pregabalin",9001118,"pregabalin 50 mg oral capsule","02396505","PREGABALIN (pregabalin 50 mg oral capsule) PRO DOC LIMITEE"
8000348,"pregabalin",9001119,"pregabalin 75 mg oral capsule","02396513","PREGABALIN (pregabalin 75 mg oral capsule) PRO DOC LIMITEE"
8000348,"pregabalin",9001115,"pregabalin 150 mg oral capsule","02396521","PREGABALIN (pregabalin 150 mg oral capsule) PRO DOC LIMITEE"
8000348,"pregabalin",9001117,"pregabalin 300 mg oral capsule","02396548","PREGABALIN (pregabalin 300 mg oral capsule) PRO DOC LIMITEE"
8000179,"desogestrel and ethinyl estradiol",9000460,"desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet","02396610","FREYA 28 (desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000276,"rizatriptan",9000897,"rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet","02396661","TEVA-RIZATRIPTAN ODT (rizatriptan (rizatriptan benzoate) 5 mg orodispersible tablet) TEVA CANADA LIMITED"
8000276,"rizatriptan",9000865,"rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet","02396688","TEVA-RIZATRIPTAN ODT (rizatriptan (rizatriptan benzoate) 10 mg orodispersible tablet) TEVA CANADA LIMITED"
8000127,"fentanyl",9001249,"fentanyl 12 mcg per hour transdermal patch","02396696","MYLAN-FENTANYL MATRIX PATCH (fentanyl 12 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC"
8000127,"fentanyl",9001162,"fentanyl 25 mcg per hour transdermal patch","02396718","MYLAN-FENTANYL MATRIX PATCH (fentanyl 25 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC"
8000127,"fentanyl",9001163,"fentanyl 50 mcg per hour transdermal patch","02396726","MYLAN-FENTANYL MATRIX PATCH (fentanyl 50 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC"
8000127,"fentanyl",9001164,"fentanyl 75 mcg per hour transdermal patch","02396734","MYLAN-FENTANYL MATRIX PATCH (fentanyl 75 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC"
8000127,"fentanyl",9001161,"fentanyl 100 mcg per hour transdermal patch","02396742","MYLAN-FENTANYL MATRIX PATCH (fentanyl 100 mcg per hour transdermal patch) MYLAN PHARMACEUTICALS ULC"
8000347,"atomoxetine",9001104,"atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule","02396904","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule) PRO DOC LIMITEE"
8000347,"atomoxetine",9001105,"atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule","02396912","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule) PRO DOC LIMITEE"
8000347,"atomoxetine",9001106,"atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule","02396920","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule) PRO DOC LIMITEE"
8000347,"atomoxetine",9001107,"atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule","02396939","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule) PRO DOC LIMITEE"
8000347,"atomoxetine",9001108,"atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule","02396947","ATOMOXETINE (atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule) PRO DOC LIMITEE"
8000153,"amlodipine",9000399,"amlodipine (amlodipine besylate) 5 mg oral tablet","02397072","AURO-AMLODIPINE (amlodipine (amlodipine besylate) 5 mg oral tablet) AURO PHARMA INC"
8000153,"amlodipine",9000398,"amlodipine (amlodipine besylate) 10 mg oral tablet","02397080","AURO-AMLODIPINE (amlodipine (amlodipine besylate) 10 mg oral tablet) AURO PHARMA INC"
8000248,"quetiapine",9000769,"quetiapine (quetiapine fumarate) 25 mg oral tablet","02397099","RAN-QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC."
8000248,"quetiapine",9000767,"quetiapine (quetiapine fumarate) 100 mg oral tablet","02397102","RAN-QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC."
8000248,"quetiapine",9000768,"quetiapine (quetiapine fumarate) 200 mg oral tablet","02397110","RAN-QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC."
8000248,"quetiapine",9000954,"quetiapine (quetiapine fumarate) 300 mg oral tablet","02397129","RAN-QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC."
8000180,"diclofenac and misoprostol",9001399,"diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet","02397145","ACT DICLO-MISO (diclofenac sodium 50 mg and misoprostol 200 mcg gastro-resistant tablet) ACTAVIS PHARMA COMPANY"
8000180,"diclofenac and misoprostol",9001400,"diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet","02397153","ACT DICLO-MISO (diclofenac sodium 75 mg and misoprostol 200 mcg gastro-resistant tablet) ACTAVIS PHARMA COMPANY"
8000289,"pioglitazone",9000916,"pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet","02397307","JAMP-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet) JAMP PHARMA CORPORATION"
8000346,"escitalopram",9001102,"escitalopram (escitalopram oxalate) 10 mg oral tablet","02397358","AURO-ESCITALOPRAM (escitalopram (escitalopram oxalate) 10 mg oral tablet) AURO PHARMA INC"
8000346,"escitalopram",9001103,"escitalopram (escitalopram oxalate) 20 mg oral tablet","02397374","AURO-ESCITALOPRAM (escitalopram (escitalopram oxalate) 20 mg oral tablet) AURO PHARMA INC"
8000200,"gabapentin",9000891,"gabapentin 600 mg oral tablet","02397471","MYLAN-GABAPENTIN (gabapentin 600 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000200,"gabapentin",9000892,"gabapentin 800 mg oral tablet","02397498","MYLAN-GABAPENTIN (gabapentin 800 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000246,"donepezil",9000744,"donepezil hydrochloride 5 mg oral tablet","02397595","ACT DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000246,"donepezil",9000743,"donepezil hydrochloride 10 mg oral tablet","02397609","ACT DONEPEZIL (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg oral tablet) ACTAVIS PHARMA COMPANY"
8000246,"donepezil",9001136,"donepezil hydrochloride 5 mg orodispersible tablet","02397617","ACT DONEPEZIL ODT (donepezil hydrochloride (donepezil hydrochloride monohydrate) 5 mg orodispersible tablet) ACTAVIS PHARMA COMPANY"
8000246,"donepezil",9001135,"donepezil hydrochloride 10 mg orodispersible tablet","02397625","ACT DONEPEZIL ODT (donepezil hydrochloride (donepezil hydrochloride monohydrate) 10 mg orodispersible tablet) ACTAVIS PHARMA COMPANY"
8000322,"rosuvastatin",9001109,"rosuvastatin (rosuvastatin calcium) 5 mg oral tablet","02397781","MINT-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) MINT PHARMACEUTICALS INC"
8000322,"rosuvastatin",9001015,"rosuvastatin (rosuvastatin calcium) 10 mg oral tablet","02397803","MINT-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 10 mg oral tablet) MINT PHARMACEUTICALS INC"
8000322,"rosuvastatin",9001016,"rosuvastatin (rosuvastatin calcium) 20 mg oral tablet","02397811","MINT-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) MINT PHARMACEUTICALS INC"
8000322,"rosuvastatin",9001017,"rosuvastatin (rosuvastatin calcium) 40 mg oral tablet","02397838","MINT-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) MINT PHARMACEUTICALS INC"
8000360,"solifenacin",9001160,"solifenacin succinate 5 mg oral tablet","02397900","TEVA-SOLIFENACIN (solifenacin succinate 5 mg oral tablet) TEVA CANADA LIMITED"
8000360,"solifenacin",9001159,"solifenacin succinate 10 mg oral tablet","02397919","TEVA-SOLIFENACIN (solifenacin succinate 10 mg oral tablet) TEVA CANADA LIMITED"
8000348,"pregabalin",9001297,"pregabalin 225 mg oral capsule","02398079","PMS-PREGABALIN (pregabalin 225 mg oral capsule) PHARMASCIENCE INC"
8000396,"galantamine",9001330,"galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule","02398370","PMS-GALANTAMINE ER (galantamine (galantamine hydrobromide) 8 mg prolonged-release oral capsule) PHARMASCIENCE INC"
8000396,"galantamine",9001328,"galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule","02398389","PMS-GALANTAMINE ER (galantamine (galantamine hydrobromide) 16 mg prolonged-release oral capsule) PHARMASCIENCE INC"
8000396,"galantamine",9001329,"galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule","02398397","PMS-GALANTAMINE ER (galantamine (galantamine hydrobromide) 24 mg prolonged-release oral capsule) PHARMASCIENCE INC"
8000217,"methotrexate",9000612,"methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial","700108","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED"
8000217,"methotrexate",9000611,"methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial","700109","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED"
8000263,"clopidogrel",9001290,"clopidogrel (clopidogrel bisulfate) 300 mg oral tablet","02398591","APO-CLOPIDOGREL (clopidogrel (clopidogrel bisulfate) 300 mg oral tablet) APOTEX INC"
8000261,"montelukast",9000809,"montelukast (montelukast sodium) 10 mg oral tablet","02398826","RIVA-MONTELUKAST FC (montelukast (montelukast sodium) 10 mg oral tablet) LABORATOIRE RIVA INC"
8000216,"losartan",9000597,"losartan potassium 25 mg oral tablet","02398834","JAMP-LOSARTAN (losartan potassium 25 mg oral tablet) JAMP PHARMA CORPORATION"
8000216,"losartan",9000598,"losartan potassium 50 mg oral tablet","02398842","JAMP-LOSARTAN (losartan potassium 50 mg oral tablet) JAMP PHARMA CORPORATION"
8000216,"losartan",9000775,"losartan potassium 100 mg oral tablet","02398850","JAMP-LOSARTAN (losartan potassium 100 mg oral tablet) JAMP PHARMA CORPORATION"
8000119,"ethinyl estradiol and levonorgestrel",9001206,"ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet",NA,"INDAYO (ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet) MYLAN PHARMACEUTICALS ULC"
8000360,"solifenacin",9001160,"solifenacin succinate 5 mg oral tablet","02399032","SANDOZ SOLIFENACIN (solifenacin succinate 5 mg oral tablet) SANDOZ CANADA INCORPORATED"
8000360,"solifenacin",9001159,"solifenacin succinate 10 mg oral tablet","02399040","SANDOZ SOLIFENACIN (solifenacin succinate 10 mg oral tablet) SANDOZ CANADA INCORPORATED"
8000266,"candesartan",9001253,"candesartan cilexetil 32 mg oral tablet","02399105","APO-CANDESARTAN (candesartan cilexetil 32 mg oral tablet) APOTEX INC"
8000322,"rosuvastatin",9001109,"rosuvastatin (rosuvastatin calcium) 5 mg oral tablet","02399164","MED-ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) GENERIC MEDICAL PARTNERS INC"
8000075,"calcitriol",9001033,"calcitriol 1 mcg per 1 mL solution for injection ampoule","02399334","CALCITRIOL INJECTION USP (calcitriol 1 mcg per 1 mL solution for injection ampoule) STERIMAX INC"
8000075,"calcitriol",9001443,"calcitriol 4 mcg per 2 mL solution for injection ampoule","02399342","CALCITRIOL INJECTION USP (calcitriol 4 mcg per 2 mL solution for injection ampoule) STERIMAX INC"
8000235,"atorvastatin",9000703,"atorvastatin (atorvastatin calcium) 10 mg oral tablet","02399377","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) PHARMASCIENCE INC"
8000235,"atorvastatin",9000703,"atorvastatin (atorvastatin calcium) 10 mg oral tablet","02313448","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) PHARMASCIENCE INC"
8000235,"atorvastatin",9000705,"atorvastatin (atorvastatin calcium) 40 mg oral tablet","02399393","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC"
8000235,"atorvastatin",9000705,"atorvastatin (atorvastatin calcium) 40 mg oral tablet","02313464","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC"
8000235,"atorvastatin",9000947,"atorvastatin (atorvastatin calcium) 80 mg oral tablet","02399407","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC"
8000235,"atorvastatin",9000947,"atorvastatin (atorvastatin calcium) 80 mg oral tablet","02313472","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC"
8000171,"sertraline",9000635,"sertraline (sertraline hydrochloride) 25 mg oral capsule","02399415","MAR-SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) MARCAN PHARMACEUTICALS INC"
8000171,"sertraline",9000446,"sertraline (sertraline hydrochloride) 50 mg oral capsule","02399423","MAR-SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) MARCAN PHARMACEUTICALS INC"
8000171,"sertraline",9000445,"sertraline (sertraline hydrochloride) 100 mg oral capsule","02399431","MAR-SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) MARCAN PHARMACEUTICALS INC"
8000183,"mesalazine",9001397,"mesalazine 1 g prolonged-release oral tablet","02399466","PENTASA (mesalazine 1 g prolonged-release oral tablet) FERRING INC"
8000235,"atorvastatin",9000703,"atorvastatin (atorvastatin calcium) 10 mg oral tablet","02399482","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) DOMINION PHARMACAL"
8000235,"atorvastatin",9000703,"atorvastatin (atorvastatin calcium) 10 mg oral tablet","02355612","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) DOMINION PHARMACAL"
8000235,"atorvastatin",9000704,"atorvastatin (atorvastatin calcium) 20 mg oral tablet","02399490","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) DOMINION PHARMACAL"
8000235,"atorvastatin",9000704,"atorvastatin (atorvastatin calcium) 20 mg oral tablet","02355620","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) DOMINION PHARMACAL"
8000235,"atorvastatin",9000705,"atorvastatin (atorvastatin calcium) 40 mg oral tablet","02399504","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) DOMINION PHARMACAL"
8000235,"atorvastatin",9000705,"atorvastatin (atorvastatin calcium) 40 mg oral tablet","02355639","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) DOMINION PHARMACAL"
8000328,"levetiracetam",9001035,"levetiracetam 250 mg oral tablet","02399776","LEVETIRACETAM TABLETS (levetiracetam 250 mg oral tablet) ACCORD HEALTHCARE INC"
8000328,"levetiracetam",9001036,"levetiracetam 500 mg oral tablet","02399784","LEVETIRACETAM TABLETS (levetiracetam 500 mg oral tablet) ACCORD HEALTHCARE INC"
8000328,"levetiracetam",9001037,"levetiracetam 750 mg oral tablet","02399792","LEVETIRACETAM TABLETS (levetiracetam 750 mg oral tablet) ACCORD HEALTHCARE INC"
8000248,"quetiapine",9000769,"quetiapine (quetiapine fumarate) 25 mg oral tablet","02399822","MAR-QUETIAPINE (quetiapine (quetiapine fumarate) 25 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000248,"quetiapine",9000767,"quetiapine (quetiapine fumarate) 100 mg oral tablet","02399830","MAR-QUETIAPINE (quetiapine (quetiapine fumarate) 100 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000248,"quetiapine",9000768,"quetiapine (quetiapine fumarate) 200 mg oral tablet","02399849","MAR-QUETIAPINE (quetiapine (quetiapine fumarate) 200 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000248,"quetiapine",9000954,"quetiapine (quetiapine fumarate) 300 mg oral tablet","02399857","MAR-QUETIAPINE (quetiapine (quetiapine fumarate) 300 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000261,"montelukast",9000939,"montelukast (montelukast sodium) 4 mg chewable tablet","02399865","MAR-MONTELUKAST (montelukast (montelukast sodium) 4 mg chewable tablet) MARCAN PHARMACEUTICALS INC"
8000261,"montelukast",9000810,"montelukast (montelukast sodium) 5 mg chewable tablet","02399873","MAR-MONTELUKAST (montelukast (montelukast sodium) 5 mg chewable tablet) MARCAN PHARMACEUTICALS INC"
8000271,"celecoxib",9000847,"celecoxib 200 mg oral capsule","02399881","MYLAN-CELECOXIB (celecoxib 200 mg oral capsule) MYLAN PHARMACEUTICALS ULC"
8000261,"montelukast",9000809,"montelukast (montelukast sodium) 10 mg oral tablet","02399997","MAR-MONTELUKAST (montelukast (montelukast sodium) 10 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000120,"ranitidine",9000282,"ranitidine (ranitidine hydrochloride) 150 mg oral tablet","02400103","ACID REDUCER (ranitidine (ranitidine hydrochloride) 150 mg oral tablet) PHARMASCIENCE INC"
8000088,"alprazolam",9000161,"alprazolam 0.25 mg oral tablet","02400111","JAMP-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) JAMP PHARMA CORPORATION"
8000088,"alprazolam",9000162,"alprazolam 0.5 mg oral tablet","02400138","JAMP-ALPRAZOLAM (alprazolam 0.5 mg oral tablet) JAMP PHARMA CORPORATION"
8000088,"alprazolam",9000454,"alprazolam 1 mg oral tablet","02400146","JAMP-ALPRAZOLAM (alprazolam 1 mg oral tablet) JAMP PHARMA CORPORATION"
8000088,"alprazolam",9000455,"alprazolam 2 mg oral tablet","02400154","JAMP-ALPRAZOLAM (alprazolam 2 mg oral tablet) JAMP PHARMA CORPORATION"
8000128,"fluoxetine",9000469,"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule","02400391","ACCEL-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) ACCEL PHARMA INC"
8000128,"fluoxetine",9000325,"fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule","02400405","ACCEL-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) ACCEL PHARMA INC"
8000122,"diltiazem",9000718,"diltiazem hydrochloride 240 mg modified-release oral capsule","02400456","DILTIAZEM CD (diltiazem hydrochloride 240 mg modified-release oral capsule) SANIS HEALTH INC"
8000122,"diltiazem",9000652,"diltiazem hydrochloride 300 mg modified-release oral capsule","02400464","DILTIAZEM CD (diltiazem hydrochloride 300 mg modified-release oral capsule) SANIS HEALTH INC"
8000263,"clopidogrel",9000818,"clopidogrel (clopidogrel bisulfate) 75 mg oral tablet","02400553","CLOPIDOGREL (clopidogrel (clopidogrel bisulfate) 75 mg oral tablet) SANIS HEALTH INC"
8000246,"donepezil",9000744,"donepezil hydrochloride 5 mg oral tablet","02400561","AURO-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) AURO PHARMA INC"
8000246,"donepezil",9000743,"donepezil hydrochloride 10 mg oral tablet","02400588","AURO-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) AURO PHARMA INC"
8000118,"enalapril",9001217,"enalapril sodium 2 mg oral tablet","02400650","ENALAPRIL (enalapril sodium 2 mg oral tablet) SANIS HEALTH INC"
8000118,"enalapril",9000270,"enalapril sodium 4 mg oral tablet","02400669","ENALAPRIL (enalapril sodium 4 mg oral tablet) SANIS HEALTH INC"
8000118,"enalapril",9000271,"enalapril sodium 8 mg oral tablet","02400677","ENALAPRIL (enalapril sodium 8 mg oral tablet) SANIS HEALTH INC"
8000118,"enalapril",9000269,"enalapril sodium 16 mg oral tablet","02400685","ENALAPRIL (enalapril sodium 16 mg oral tablet) SANIS HEALTH INC"
8000312,"alendronic acid",9001025,"alendronic acid (alendronate sodium) 10 mg oral tablet","02401126","ACCEL-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) ACCEL PHARMA INC"
8000312,"alendronic acid",9000973,"alendronic acid (alendronate sodium) 70 mg oral tablet","02401134","ACCEL-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) ACCEL PHARMA INC"
8000261,"montelukast",9000809,"montelukast (montelukast sodium) 10 mg oral tablet","02401274","AURO-MONTELUKAST (montelukast (montelukast sodium) 10 mg oral tablet) AURO PHARMA INC"
8000043,"ibuprofen",9000190,"ibuprofen 400 mg oral tablet","02401290","JAMP-IBUPROFEN (ibuprofen 400 mg oral tablet) JAMP PHARMA CORPORATION"
8000073,"amoxicillin",9000116,"amoxicillin 250 mg oral capsule","02401495","AMOXICILLIN CAPSULES (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) SIVEM PHARMACEUTICALS ULC"
8000073,"amoxicillin",9000118,"amoxicillin 500 mg oral capsule","02401509","AMOXICILLIN CAPSULES (amoxicillin (amoxicillin trihydrate) 500 mg oral capsule) SIVEM PHARMACEUTICALS ULC"
8000073,"amoxicillin",9000374,"amoxicillin 250 mg per 5 mL oral suspension","02401541","AMOXICILLIN GRANULES FOR ORAL SUSPENSION (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) SIVEM PHARMACEUTICALS ULC"
8000287,"rivastigmine",9000900,"rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule","02401614","MED-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule) GENERIC MEDICAL PARTNERS INC"
8000287,"rivastigmine",9000901,"rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule","02401622","MED-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule) GENERIC MEDICAL PARTNERS INC"
8000287,"rivastigmine",9000902,"rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule","02401630","MED-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule) GENERIC MEDICAL PARTNERS INC"
8000287,"rivastigmine",9000903,"rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule","02401649","MED-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) GENERIC MEDICAL PARTNERS INC"
8000349,"acetaminophen and tramadol",9001121,"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet","02401657","PMS-TRAMADOL-ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PHARMASCIENCE INC"
8000301,"hydrochlorothiazide and telmisartan",9000950,"hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet","02401665","PMS-TELMISARTAN-HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) PHARMASCIENCE INC"
8000301,"hydrochlorothiazide and telmisartan",9001261,"hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet","02401673","PMS-TELMISARTAN-HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) PHARMASCIENCE INC"
8000128,"fluoxetine",9000469,"fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule","02401894","JAMP-FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) JAMP PHARMA CORPORATION"
8000164,"ethinyl estradiol and norgestimate",9001101,"ethinyl estradiol 0.025 mg and ethinyl estradiol 0.025 mg and ethinyl estradiol 0.025 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",NA,"TRICIRA LO (ethinyl estradiol 0.025 mg and ethinyl estradiol 0.025 mg and ethinyl estradiol 0.025 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet) APOTEX INC"
8000246,"donepezil",9000744,"donepezil hydrochloride 5 mg oral tablet","02402092","MAR-DONEPEZIL (donepezil hydrochloride 5 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000246,"donepezil",9000743,"donepezil hydrochloride 10 mg oral tablet","02402106","MAR-DONEPEZIL (donepezil hydrochloride 10 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000047,"colchicine",9000074,"colchicine 0.6 mg oral tablet","02402181","PMS-COLCHICINE (colchicine 0.6 mg oral tablet) PHARMASCIENCE INC"
8000200,"gabapentin",9000891,"gabapentin 600 mg oral tablet","02402289","JAMP-GABAPENTIN TABLETS (gabapentin 600 mg oral tablet) JAMP PHARMA CORPORATION"
8000200,"gabapentin",9000892,"gabapentin 800 mg oral tablet","02402297","JAMP-GABAPENTIN TABLETS (gabapentin 800 mg oral tablet) JAMP PHARMA CORPORATION"
8000171,"sertraline",9000635,"sertraline (sertraline hydrochloride) 25 mg oral capsule","02402378","MINT-SERTRALINE (sertraline (sertraline hydrochloride) 25 mg oral capsule) MINT PHARMACEUTICALS INC"
8000171,"sertraline",9000446,"sertraline (sertraline hydrochloride) 50 mg oral capsule","02402394","MINT-SERTRALINE (sertraline (sertraline hydrochloride) 50 mg oral capsule) MINT PHARMACEUTICALS INC"
8000171,"sertraline",9000445,"sertraline (sertraline hydrochloride) 100 mg oral capsule","02402408","MINT-SERTRALINE (sertraline (sertraline hydrochloride) 100 mg oral capsule) MINT PHARMACEUTICALS INC"
8000131,"omeprazole",9000691,"omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet","02402416","RIVA-OMEPRAZOLE DR (omeprazole (omeprazole magnesium) 20 mg gastro-resistant tablet) LABORATOIRE RIVA INC"
8000268,"sildenafil",9000836,"sildenafil (sildenafil citrate) 100 mg oral tablet","02402548","MAR-SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) MARCAN PHARMACEUTICALS INC"
8000348,"pregabalin",9001116,"pregabalin 25 mg oral capsule","02402556","DOM-PREGABALIN (pregabalin 25 mg oral capsule) DOMINION PHARMACAL"
8000348,"pregabalin",9001118,"pregabalin 50 mg oral capsule","02402564","DOM-PREGABALIN (pregabalin 50 mg oral capsule) DOMINION PHARMACAL"
