ntp_code,ntp_formal_name,changes
f84e313f23f43a7a50907b2a0a569536,acetaminophen 500 mg and dextromethorphan hydrobromide 20 mg powder for oral solution,ADDED
9015076,methotrexate (methotrexate sodium) 20 mg per 0.8 mL solution for injection pen,DELETED
9015074,methotrexate (methotrexate sodium) 10 mg per 0.4 mL solution for injection pen,DELETED
85aaa4ceb0ea21f554ab681fc4c9ec80,ustekinumab 5 mg per mL solution for injection,ADDED
9013622,turoctocog alfa 2000 unit per vial powder for solution for injection with diluent solution syringe,DELETED
9015059,cetylpyridinium chloride 0.075 % gargle/mouthwash,ADDED
9001337,trazodone hydrochloride 150 mg prolonged-release oral tablet,"ntp_status_effective_time: ""20170914"" -> ""20260630"""
9014553,phenylephrine hydrochloride 100 mg per 10 mL solution for injection vial,DELETED
9001131,insulin detemir 100 unit per mL solution for injection 3 mL cartridge,DELETED
9015075,methotrexate (methotrexate sodium) 15 mg per 0.6 mL solution for injection pen,DELETED
9003860,acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg oral tablet,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20230605"" -> ""20040112"""
9015330,"ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 500 mg prolonged-release oral tablet",DELETED
9015077,methotrexate (methotrexate sodium) 25 mg per mL solution for injection pen,DELETED
9015118,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 0.3 mL vial","ntp_status_effective_time: ""20231010"" -> ""20240924"""
9001033,calcitriol 1 mcg per 1 mL solution for injection ampoule,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20030707"" -> ""20230310"""
9340599fdbb7251c95358f3b4d517c29,ustekinumab 90 mg per 1 mL solution for injection,ADDED
9015116,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 0.3 mL vial","ntp_status_effective_time: ""20231023"" -> ""20240924"""
9013872,epinephrine (epinephrine bitartrate) 0.02 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection 1.8 mL cartridge,"ntp_status_effective_time: ""19641231"" -> ""19761231"""
9000284,sulfamethoxazole 40 mg per mL and trimethoprim 8 mg per mL oral suspension,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20210514"" -> ""19871231"""
9013621,turoctocog alfa 1500 unit per vial powder for solution for injection with diluent solution syringe,DELETED
bf783643e06d5605b62d783288b179f8,acetaminophen 500 mg and acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg kit,ADDED
9013625,turoctocog alfa 500 unit per vial powder for solution for injection with diluent solution syringe,DELETED
70302a886f65452228e66e235be3bcf4,acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg oral tablet,ADDED
9013021,semaglutide 1.34 mg per mL solution for injection 1.5 mL pen,"ntp_status_effective_time: ""20180222"" -> ""20260506"""
9006201,alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrine hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19831231"" -> ""20260724"""
9000025,spironolactone 25 mg oral tablet,"ntp_status_effective_time: ""19591231"" -> ""19841231"""
9015119,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 1.8 mL vial","ntp_status_effective_time: ""20231010"" -> ""20240924"""
9000596,lorazepam 0.5 mg sublingual tablet,"ntp_status_effective_time: ""19951231"" -> ""20131016"""
