"drug_code","status_current","history_date_current","status_previous","history_date_previous","drug_identification_number"
91841,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-11-28,"02434067"
91842,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-11-28,"02434075"
91212,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-09-15,"02427605"
91213,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-09-15,"02427613"
91214,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-09-15,"02427621"
90304,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2013-12-16,"02418479"
92009,"CANCELLED PRE MARKET",2019-08-14,"APPROVED",2014-12-31,"02435748"
92055,"CANCELLED PRE MARKET",2019-07-30,"APPROVED",2015-01-15,"02436213"
91548,"CANCELLED PRE MARKET",2019-08-14,"APPROVED",2014-09-08,"02431033"
91631,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-11-03,"02431831"
91632,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-11-03,"02431858"
92273,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-03-05,"02438356"
92317,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-06-22,"02438771"
92320,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-07-16,"02438828"
92321,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-07-16,"02438836"
92322,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-07-16,"02438844"
92323,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-07-16,"02438852"
96267,"CANCELLED PRE MARKET",2019-08-02,"APPROVED",2018-02-21,"02473275"
95351,"CANCELLED PRE MARKET",2019-07-30,"APPROVED",2017-06-19,"02465310"
94464,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2016-09-13,"02457598"
94465,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2016-09-13,"02457601"
94468,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2016-09-13,"02457644"
94470,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2016-09-14,"02457652"
92987,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-10-14,"02444720"
93016,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-09-16,"02444933"
93017,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-09-16,"02444941"
95660,"CANCELLED PRE MARKET",2019-08-01,"APPROVED",2017-09-08,"02468204"
95661,"CANCELLED PRE MARKET",2019-08-01,"APPROVED",2017-09-07,"02468212"
95315,"CANCELLED PRE MARKET",2019-08-16,"APPROVED",2017-06-16,"02464942"
91156,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-10-24,"02427036"
91157,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-10-24,"02427044"
91158,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-10-24,"02427052"
91159,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-10-24,"02427060"
91160,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2014-10-24,"02427079"
95047,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2017-03-24,"02462672"
97116,"CANCELLED PRE MARKET",2019-08-08,"APPROVED",2018-09-05,"02480638"
93115,"CANCELLED PRE MARKET",2019-08-12,"APPROVED",2015-09-08,"02445875"
93117,"CANCELLED PRE MARKET",2019-08-12,"APPROVED",2015-09-08,"02445891"
93119,"CANCELLED PRE MARKET",2019-08-12,"APPROVED",2015-09-08,"02445921"
94647,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2016-11-24,"02459280"
93307,"CANCELLED PRE MARKET",2019-08-02,"APPROVED",2015-10-13,"02447487"
93308,"CANCELLED PRE MARKET",2019-08-02,"APPROVED",2015-10-13,"02447495"
92954,"CANCELLED PRE MARKET",2019-08-02,"APPROVED",2015-08-06,"02444488"
92925,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-08-28,"02444283"
92926,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-08-28,"02444291"
92927,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-08-28,"02444305"
93419,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2015-11-17,"02448483"
94370,"CANCELLED PRE MARKET",2019-07-31,"APPROVED",2016-07-29,"02456710"
2738,"CANCELLED POST MARKET",2019-08-14,"MARKETED",1998-08-19,"00397423"
3139,"CANCELLED POST MARKET",2019-08-20,"MARKETED",2004-08-04,"00444863"
2868,"CANCELLED POST MARKET",2019-08-21,"DORMANT",2017-08-23,"00398144"
9612,"CANCELLED POST MARKET",2019-07-30,"DORMANT",2017-08-03,"00769533"
7203,"CANCELLED POST MARKET",2017-10-01,"MARKETED",2014-06-19,"00674354"
14444,"CANCELLED POST MARKET",2019-08-01,"MARKETED",1993-12-31,"02044730"
16514,"CANCELLED POST MARKET",2019-08-08,"MARKETED",2015-07-15,"02100509"
12669,"CANCELLED POST MARKET",2019-08-08,"DORMANT",2017-09-01,"01913425"
12670,"CANCELLED POST MARKET",2019-08-08,"DORMANT",2017-09-01,"01913433"
12671,"CANCELLED POST MARKET",2019-08-08,"DORMANT",2017-09-01,"01913441"
12672,"CANCELLED POST MARKET",2019-08-08,"DORMANT",2017-09-01,"01913468"
12673,"CANCELLED POST MARKET",2019-08-08,"DORMANT",2018-07-24,"01913476"
15478,"CANCELLED POST MARKET",2019-07-30,"DORMANT",2018-07-24,"01939998"
89568,"DORMANT",2019-07-31,"MARKETED",2013-09-30,"02411040"
94977,"DORMANT",2019-08-05,"MARKETED",2017-05-10,"02462036"
441,"CANCELLED POST MARKET",2019-08-16,"MARKETED",2009-02-03,"00030848"
51213,"CANCELLED POST MARKET",2019-08-08,"DORMANT",2017-09-01,"02231781"
51214,"CANCELLED POST MARKET",2019-08-08,"DORMANT",2017-09-01,"02231782"
52490,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2011-08-12,"02233005"
52491,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2011-08-12,"02233006"
52492,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2011-08-12,"02233007"
61368,"CANCELLED POST MARKET",2019-04-01,"DORMANT",2018-07-31,"02237992"
61762,"CANCELLED POST MARKET",2013-02-28,"MARKETED",1998-07-08,"02238350"
61824,"CANCELLED POST MARKET",2019-06-18,"MARKETED",1998-07-22,"02238407"
59928,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2013-04-18,"02236508"
63887,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2011-06-01,"02240346"
66440,"CANCELLED POST MARKET",2019-08-08,"MARKETED",2013-03-21,"02242657"
71528,"CANCELLED POST MARKET",2018-08-30,"MARKETED",2003-04-01,"02247285"
71290,"CANCELLED POST MARKET",2019-08-01,"CANCELLED POST MARKET",2019-08-31,"02247055"
72353,"CANCELLED POST MARKET",2017-05-03,"MARKETED",2005-12-07,"02248033"
73488,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2005-07-13,"02250063"
75896,"CANCELLED POST MARKET",2019-07-29,"MARKETED",2018-10-05,"02273470"
77106,"CANCELLED POST MARKET",2019-08-01,"MARKETED",2007-03-05,"02285568"
76547,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2014-03-08,"02279894"
76548,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2014-03-08,"02279908"
76549,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2014-03-08,"02279916"
78079,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2014-08-30,"02295482"
78081,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2014-08-30,"02295490"
78082,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2014-08-30,"02295504"
78083,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2014-08-30,"02295512"
78230,"CANCELLED POST MARKET",2019-06-13,"DORMANT",2018-07-18,"02296950"
77440,"CANCELLED POST MARKET",2019-06-06,"MARKETED",2007-12-15,"02289016"
78889,"CANCELLED POST MARKET",2018-10-03,"MARKETED",2016-08-10,"02303574"
79332,"CANCELLED POST MARKET",2019-08-06,"DORMANT",2017-08-03,"02307634"
79333,"CANCELLED POST MARKET",2019-08-06,"DORMANT",2017-08-03,"02307642"
79334,"CANCELLED POST MARKET",2019-08-06,"DORMANT",2017-08-03,"02307650"
80337,"CANCELLED POST MARKET",2019-07-31,"DORMANT",2017-08-03,"02317850"
80386,"CANCELLED POST MARKET",2019-07-30,"MARKETED",2012-11-29,"02318377"
80239,"CANCELLED POST MARKET",2019-03-25,"MARKETED",2012-10-06,"02316897"
79895,"CANCELLED POST MARKET",2019-07-31,"DORMANT",2017-08-03,"02313448"
79897,"CANCELLED POST MARKET",2019-07-31,"DORMANT",2018-08-02,"02313456"
79898,"CANCELLED POST MARKET",2019-07-31,"DORMANT",2017-08-03,"02313464"
79899,"CANCELLED POST MARKET",2019-07-31,"DORMANT",2017-08-03,"02313472"
79967,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02314134"
80681,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02321424"
80764,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02322153"
82307,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2014-05-03,"02337487"
82308,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2014-05-03,"02337495"
82309,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2014-05-03,"02337509"
82310,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2014-05-03,"02337517"
84000,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2014-08-06,"02354829"
84001,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2014-08-06,"02354837"
84002,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2014-08-06,"02354845"
84966,"CANCELLED POST MARKET",2019-08-01,"MARKETED",2011-07-25,"02364786"
80530,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2008-12-15,"02319837"
80794,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02322501"
84083,"CANCELLED POST MARKET",2019-07-31,"DORMANT",2017-08-03,"02355612"
84084,"CANCELLED POST MARKET",2019-07-31,"DORMANT",2017-08-03,"02355620"
84085,"CANCELLED POST MARKET",2019-07-31,"DORMANT",2017-08-03,"02355639"
80551,"CANCELLED POST MARKET",2019-07-17,"MARKETED",2009-01-26,"02320045"
86731,"CANCELLED POST MARKET",2015-12-31,"MARKETED",2013-01-16,"02381451"
85841,"CANCELLED POST MARKET",2019-08-01,"MARKETED",2012-07-23,"02373254"
85553,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2014-06-07,"02370379"
86202,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2014-11-08,"02376520"
86203,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2014-11-08,"02376539"
86204,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2014-11-08,"02376547"
86205,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2014-11-08,"02376555"
86573,"CANCELLED POST MARKET",2019-08-02,"DORMANT",2017-07-26,"02379872"
86650,"CANCELLED POST MARKET",2019-07-17,"DORMANT",2017-08-07,"02380722"
86651,"CANCELLED POST MARKET",2019-07-17,"DORMANT",2017-08-07,"02380730"
86005,"CANCELLED POST MARKET",2019-08-08,"MARKETED",2014-10-31,"02374730"
86006,"CANCELLED POST MARKET",2019-08-08,"MARKETED",2014-10-31,"02374749"
89277,"CANCELLED POST MARKET",2019-08-08,"MARKETED",2014-02-26,"02408082"
91706,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02432625"
92487,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2016-01-04,"02440504"
92495,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2016-01-04,"02440571"
92504,"CANCELLED POST MARKET",2019-08-01,"MARKETED",2016-01-15,"02440679"
91752,"CANCELLED POST MARKET",2019-08-13,"MARKETED",2016-05-02,"02433117"
91804,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02433680"
91836,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-06-22,"02434024"
91837,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02434032"
91838,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02434040"
91839,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02434059"
91847,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-07-10,"02434121"
91250,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02428008"
91251,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02428016"
91315,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02428709"
91318,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02428717"
91319,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02428725"
90273,"CANCELLED POST MARKET",2017-03-13,"MARKETED",2017-01-17,"02418150"
91227,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02427761"
91229,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02427788"
91230,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02427796"
91231,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02427818"
91252,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02428024"
91253,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02428032"
91254,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02428040"
91263,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02428156"
91264,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02428164"
91684,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02432374"
91685,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02432382"
91686,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02432390"
91687,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-06-22,"02432404"
91688,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02432412"
91689,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-07-07,"02432420"
92468,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2016-01-04,"02440326"
92484,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2016-01-04,"02440474"
91438,"CANCELLED POST MARKET",2019-08-12,"MARKETED",2016-12-23,"02429969"
91697,"CANCELLED POST MARKET",2018-11-01,"MARKETED",2016-07-26,"02432536"
91699,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-07-07,"02432544"
91700,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02432552"
91848,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-07-10,"02434148"
91849,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02434156"
91850,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02434164"
91852,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2017-08-03,"02434172"
92326,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02438887"
92593,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2016-08-22,"02441551"
92327,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02438895"
92313,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02438739"
92314,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02438747"
92315,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02438755"
91633,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-07-22,"02431866"
92328,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02438909"
92316,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02438763"
92324,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02438860"
92325,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02438879"
91582,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02431408"
91583,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02431416"
91584,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02431424"
88213,"CANCELLED POST MARKET",2019-08-08,"MARKETED",2015-02-20,"02397145"
88214,"CANCELLED POST MARKET",2019-08-08,"MARKETED",2015-02-20,"02397153"
92991,"CANCELLED POST MARKET",2019-08-01,"MARKETED",2015-09-08,"02444747"
93006,"CANCELLED POST MARKET",2019-08-22,"MARKETED",2015-12-18,"02444852"
91320,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02428733"
91321,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02428741"
91297,"CANCELLED POST MARKET",2019-08-14,"MARKETED",2017-04-05,"02428504"
91298,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-07-23,"02428512"
91299,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-07-23,"02428520"
91149,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02426943"
91150,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02426951"
91151,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02426978"
91152,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-06-22,"02426986"
91153,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2015-06-22,"02426994"
91154,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02427001"
91161,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02427087"
91162,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02427095"
91163,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02427109"
91155,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02427028"
90363,"CANCELLED POST MARKET",2017-11-10,"MARKETED",2014-03-02,"02419092"
91116,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02426595"
91117,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02426609"
91118,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-30,"02426617"
93420,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2016-04-18,"02448505"
93416,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2016-04-18,"02448440"
93417,"CANCELLED POST MARKET",2019-08-07,"MARKETED",2016-04-18,"02448467"
93167,"CANCELLED POST MARKET",2019-07-26,"MARKETED",2016-01-29,"02446340"
94129,"CANCELLED POST MARKET",2018-08-27,"MARKETED",2017-01-31,"02454580"
93753,"CANCELLED POST MARKET",2019-08-07,"DORMANT",2018-07-31,"02451271"
10136,"DORMANT",2019-07-31,"MARKETED",2012-09-07,"00790427"
14383,"DORMANT",2019-07-30,"MARKETED",2011-01-04,"01962353"
15105,"DORMANT",2019-07-31,"MARKETED",2018-01-09,"02050056"
1598,"DORMANT",2019-07-31,"MARKETED",2017-07-27,"00155225"
16628,"DORMANT",2019-08-09,"DORMANT",2017-07-15,"02026260"
16630,"DORMANT",2019-08-13,"DORMANT",2017-07-18,"02023857"
16649,"DORMANT",2019-08-27,"DORMANT",2017-08-28,"02023784"
16650,"DORMANT",2019-08-07,"DORMANT",2017-08-31,"02023792"
17734,"DORMANT",2019-08-07,"DORMANT",2017-10-03,"02026546"
