drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"87561","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02390159"
"85755","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02372436"
"16724","160","PATCH (EXTENDED-RELEASE)","ADDED","02046164"
"75582","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02270447"
"94437","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02457318"
"85112","137","CAPSULE (DELAYED RELEASE)","REMOVED","02366274"
"82913","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02343703"
"86591","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02380072"
"78960","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02304317"
"94795","158","SPRAY (METERED-DOSE)","ADDED","02460513"
"16724","160","PATCH (EXTENDED RELEASE)","REMOVED","02046164"
"85578","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02370654"
"86509","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02379201"
"78468","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02299291"
"104201","188","CAPSULE (DELAYED AND EXTENDED RELEASE)","REMOVED","02553058"
"91737","137","CAPSULE (DELAYED-RELEASE)","ADDED","02433001"
"76618","137","CAPSULE (DELAYED-RELEASE)","ADDED","02280523"
"94438","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02457326"
"96747","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02476622"
"93138","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02446111"
"77643","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02291037"
"90407","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02419440"
"77623","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02290812"
"82535","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02339811"
"106259","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02559439"
"92155","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02437252"
"98957","164","SPRAY, BAG-ON-VALVE","REMOVED","02499851"
"94436","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02457296"
"99225","137","CAPSULE (DELAYED RELEASE)","REMOVED","02502704"
"92759","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02443031"
"101782","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02528614"
"46618","137","CAPSULE (DELAYED RELEASE)","REMOVED","02016788"
"99321","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02503778"
"87561","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02390159"
"92357","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02439190"
"89878","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02414112"
"89214","160","PATCH (EXTENDED-RELEASE)","ADDED","02407450"
"92357","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02439190"
"87504","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02389533"
"102499","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02536196"
"92130","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02436981"
"97521","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02484935"
"70039","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02245919"
"88209","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02397099"
"93925","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02452847"
"96640","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02476002"
"87006","137","CAPSULE (DELAYED-RELEASE)","ADDED","02384329"
"82550","137","CAPSULE (DELAYED-RELEASE)","ADDED","02339927"
"62842","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02239373"
"84278","137","CAPSULE (DELAYED-RELEASE)","ADDED","02357682"
"100629","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02516950"
"106261","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02559455"
"92980","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02444682"
"98530","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02495384"
"18874","162","AEROSOL (METERED-DOSE)","ADDED","02172712"
"89918","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02414554"
"70499","160","PATCH (EXTENDED RELEASE)","REMOVED","02246340"
"75213","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02266717"
"104501","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02556316"
"87859","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02393360"
"97647","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02486245"
"87560","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02390140"
"94752","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02460238"
"92476","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02440393"
"107217","85","TABLET","ADDED","02569973"
"98999","167","FILM (SOLUBLE)","ADDED","02500299"
"100738","162","AEROSOL, METERED DOSE","REMOVED","02518058"
"95932","181","CAPSULE (CONTROLLED-RELEASE)","ADDED","02470349"
"92877","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02443988"
"100180","137","CAPSULE (DELAYED RELEASE)","REMOVED","02512513"
"90746","137","CAPSULE (DELAYED-RELEASE)","ADDED","02422808"
"88124","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02396181"
"43481","1","METERED-DOSE AEROSOL","REMOVED","02228300"
"78518","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02299836"
"43067","160","PATCH (EXTENDED-RELEASE)","ADDED","02213370"
"87675","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02391406"
"94082","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02454300"
"87860","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02393379"
"83588","167","FILM, SOLUBLE","REMOVED","02350688"
"96121","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02471973"
"98479","137","CAPSULE (DELAYED RELEASE)","REMOVED","02494817"
"87676","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02391414"
"79345","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02307774"
"61885","158","SPRAY, METERED DOSE","REMOVED","02238465"
"97348","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02483084"
"43067","160","PATCH (EXTENDED RELEASE)","REMOVED","02213370"
"78175","137","CAPSULE (DELAYED RELEASE)","REMOVED","02296438"
"87460","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02389088"
"103001","167","FILM, SOLUBLE","REMOVED","02541378"
"18516","137","CAPSULE (DELAYED RELEASE)","REMOVED","02165511"
"103027","152","POWDER (EXTENDED RELEASE)","REMOVED","02541637"
"90981","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02425157"
"107256","85","TABLET","ADDED","02570416"
"17102","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02097273"
"88209","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02397099"
"18877","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02177757"
"94673","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02459477"
"77446","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02289075"
"17125","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02097249"
"77981","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02294478"
"50460","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02231152"
"87340","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02387824"
"85575","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02370611"
"100547","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02516136"
"82540","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02339838"
"86852","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02382709"
"89021","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02405415"
"76286","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02277212"
"65795","171","CAPSULE (IMMEDIATE- AND EXTENDED-RELEASE","ADDED","02242119"
"107252","85","TABLET","ADDED","02570378"
"92757","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02443015"
"92336","137","CAPSULE (DELAYED-RELEASE)","ADDED","02438992"
"94801","158","SPRAY, METERED DOSE","REMOVED","02460580"
"83588","167","FILM (SOLUBLE)","ADDED","02350688"
"80676","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02321378"
"81320","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02327791"
"106333","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02560259"
"85397","137","CAPSULE (DELAYED RELEASE)","REMOVED","02369028"
"81738","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02331683"
"106722","170","TABLET (IMMEDIATE- AND DELAYED-RELEASE)","ADDED","02564521"
"99716","137","CAPSULE (DELAYED RELEASE)","REMOVED","02507765"
"101246","137","CAPSULE (DELAYED RELEASE)","REMOVED","02523353"
"98543","171","CAPSULE (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","02495538"
"87138","137","CAPSULE (DELAYED RELEASE)","REMOVED","02385767"
"95284","137","CAPSULE (DELAYED-RELEASE)","ADDED","02464713"
"89767","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02412985"
"78470","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02299313"
"88332","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02398370"
"98527","137","CAPSULE (DELAYED RELEASE)","REMOVED","02495341"
"75484","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02269465"
"90143","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02416824"
"107201","85","TABLET","ADDED","02569809"
"89132","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02406632"
"92980","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02444682"
"97782","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02487675"
"91391","137","CAPSULE (DELAYED RELEASE)","REMOVED","02429454"
"77713","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02291770"
"88909","162","AEROSOL, METERED DOSE","REMOVED","02404311"
"93277","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02447207"
"76282","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02277174"
"87007","137","CAPSULE (DELAYED-RELEASE)","ADDED","02384337"
"95931","181","CAPSULE (CONTROLLED-RELEASE)","ADDED","02470330"
"97974","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02489678"
"103765","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02548828"
"92475","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02440385"
"73999","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02254832"
"82910","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02343665"
"98093","137","CAPSULE (DELAYED RELEASE)","REMOVED","02490897"
"96567","137","CAPSULE (DELAYED RELEASE)","REMOVED","02475308"
"81616","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02330423"
"93433","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02448610"
"100546","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02516128"
"42846","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02184435"
"87757","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02392291"
"88210","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02397102"
"61088","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02237734"
"99908","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02509814"
"92396","153","POWDER (METERED DOSE)","REMOVED","02439530"
"88898","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02404192"
"94833","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02460858"
"85266","137","CAPSULE (DELAYED RELEASE)","REMOVED","02367823"
"90104","173","TABLET (IMMEDIATE- AND EXTENDED-RELEASE)","ADDED","02416433"
"78854","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02303213"
"96474","153","POWDER (METERED DOSE)","REMOVED","02474611"
"102568","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02536951"
"89814","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02413485"
"103859","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02549786"
"85814","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02373017"
"88840","137","CAPSULE (DELAYED RELEASE)","REMOVED","02403617"
"100312","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02513927"
"93446","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02448742"
"95358","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02465396"
"80246","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02316978"
"92321","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02438836"
"90542","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02420821"
"10116","160","PATCH (EXTENDED-RELEASE)","ADDED","00852384"
"81070","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02325306"
"103869","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02549875"
"92433","137","CAPSULE (DELAYED RELEASE)","REMOVED","02439948"
"100852","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02519240"
"96637","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02475979"
"107187","85","TABLET","ADDED","02569647"
"92399","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02439573"
"97096","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02480433"
"92098","137","CAPSULE (DELAYED RELEASE)","REMOVED","02436655"
"63507","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02240000"
"93826","158","SPRAY, METERED DOSE","REMOVED","02451905"
"87179","137","CAPSULE (DELAYED-RELEASE)","ADDED","02386216"
"92131","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02437007"
"77646","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02291061"
"67245","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02243340"
"106997","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02567563"
"73182","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02248813"
"87179","137","CAPSULE (DELAYED RELEASE)","REMOVED","02386216"
"46020","158","SPRAY, METERED DOSE","REMOVED","01901532"
"62841","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02239372"
"75582","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02270447"
"63321","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02239834"
"100831","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02519038"
"85567","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02370522"
"91903","173","TABLET (IMMEDIATE- AND EXTENDED-RELEASE)","ADDED","02434725"
"86305","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02377357"
"82061","165","VAGINAL TABLET, EFFERVESCENT","REMOVED","02334992"
"90543","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02420848"
"94272","158","SPRAY (METERED-DOSE)","ADDED","02455870"
"92322","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02438844"
"90818","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02423464"
"85559","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02370433"
"97750","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02487330"
"102517","137","CAPSULE (DELAYED RELEASE)","REMOVED","02536390"
"91294","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02428474"
"107270","85","TABLET","ADDED","02570564"
"77445","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02289067"
"92366","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02439271"
"103270","167","FILM (SOLUBLE)","ADDED","02544172"
"85266","137","CAPSULE (DELAYED-RELEASE)","ADDED","02367823"
"100309","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02513897"
"91739","137","CAPSULE (DELAYED RELEASE)","REMOVED","02433028"
"86893","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02383160"
"9892","137","CAPSULE (DELAYED-RELEASE)","ADDED","00821373"
"77715","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02291797"
"89782","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02413140"
"89879","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02414120"
"66953","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02243086"
"84341","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02358352"
"78581","148","GRANULES FOR SUSPENSION, DELAYED RELEASE","REMOVED","02300524"
"100738","162","AEROSOL (METERED-DOSE)","ADDED","02518058"
"90039","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02415798"
"86593","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02380099"
"60600","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02237279"
"85907","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02373866"
"92052","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02436183"
"80626","137","CAPSULE (DELAYED RELEASE)","REMOVED","02320851"
"96702","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02476088"
"92323","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02438852"
"80245","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02316951"
"91439","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02429977"
"87674","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02391392"
"100548","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02516144"
"102567","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02536943"
"93138","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02446111"
"92701","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02442671"
"94591","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02458764"
"48922","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02230248"
"87546","167","FILM, SOLUBLE","REMOVED","02389991"
"104202","188","CAPSULE (DELAYED- AND EXTENDED-RELEASE)","ADDED","02553066"
"98533","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02495414"
"16123","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02042258"
"93278","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02447215"
"106996","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02567555"
"92333","137","CAPSULE (DELAYED RELEASE)","REMOVED","02438968"
"88469","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02399849"
"13302","137","CAPSULE (DELAYED RELEASE)","REMOVED","01985205"
"93081","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02445530"
"107254","85","TABLET","ADDED","02570394"
"92979","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02444674"
"93127","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02446006"
"85255","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02367696"
"98250","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02492490"
"16124","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02042266"
"78175","137","CAPSULE (DELAYED-RELEASE)","ADDED","02296438"
"78682","137","CAPSULE (DELAYED-RELEASE)","ADDED","02301490"
"92477","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02440407"
"17780","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02042231"
"103113","162","AEROSOL (METERED-DOSE)","ADDED","02542587"
"92157","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02437260"
"106505","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02562154"
"90377","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02419246"
"73179","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02248810"
"88468","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02399830"
"81288","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02327562"
"72648","158","SPRAY (METERED-DOSE)","ADDED","02248307"
"93080","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02445522"
"17254","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02097257"
"81736","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02331667"
"10667","153","POWDER (METERED-DOSE)","ADDED","00852074"
"99320","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02503751"
"80246","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02316978"
"73178","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02248809"
"98997","167","FILM, SOLUBLE","REMOVED","02500272"
"3088","134","SOLUTION","ADDED","00392618"
"93445","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02448734"
"106426","137","CAPSULE (DELAYED RELEASE)","REMOVED","02561271"
"85583","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02370700"
"96015","171","CAPSULE (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","02471051"
"99770","164","SPRAY (BAG-ON-VALVE)","ADDED","02508338"
"98999","167","FILM, SOLUBLE","REMOVED","02500299"
"76055","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02275031"
"67244","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02243339"
"102573","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02537028"
"103000","167","FILM (SOLUBLE)","ADDED","02541351"
"76902","155","SOLUTION (EXTENDED-RELEASE)","ADDED","02283417"
"98190","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02491893"
"81291","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02327597"
"92367","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02439298"
"94294","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02456095"
"104200","188","CAPSULE (DELAYED- AND EXTENDED-RELEASE)","ADDED","02553031"
"99000","167","FILM, SOLUBLE","REMOVED","02500302"
"85741","137","CAPSULE (DELAYED-RELEASE)","ADDED","02372274"
"100312","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02513927"
"91490","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02430444"
"81318","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02327775"
"101516","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02526034"
