drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"99587","active","active","02506505","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"99588","active","active","02506513","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"99902","active","active","02509733","ESTEVE PHARMACEUTICALS S.A.","IPSEN BIOPHARMACEUTICALS CANADA INC"
"100561","active","active","02516241","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"100562","active","active","02516268","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"101021","active","active","02520974","BIOCON BIOLOGICS CANADA INC","BIOCON SDN.BHD"
"102467","active","active","02535858","BIOCON BIOLOGICS CANADA INC","BIOSIMILAR COLLABORATIONS IRELAND LIMITED"
"103078","active","active","02542196","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"103079","active","active","02542218","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"103398","active","active","02545195","BOUMATIC LLC","GENESIS CHEMICALS LTD"
"106151","active","active","02558238","BIOCON BIOLOGICS CANADA INC","BIOSIMILAR COLLABORATIONS IRELAND LIMITED"
"106500","active","active","02562081","BIOCON BIOLOGICS CANADA INC","BIOSIMILAR COLLABORATIONS IRELAND LIMITED"
"106501","active","active","02562103","BIOCON BIOLOGICS CANADA INC","BIOSIMILAR COLLABORATIONS IRELAND LIMITED"
"106502","active","active","02562111","BIOCON BIOLOGICS CANADA INC","BIOSIMILAR COLLABORATIONS IRELAND LIMITED"
"14022","inactive","inactive","02012863","L'OREAL CANADA","L' OREAL CANADA"
"14023","inactive","inactive","02012871","L'OREAL CANADA","L' OREAL CANADA"
"18579","inactive","inactive","02173085","L'OREAL CANADA","L' OREAL CANADA"
"60001","inactive","inactive","02236713","L'OREAL CANADA","L' OREAL CANADA"
"61380","inactive","inactive","02238002","L'OREAL CANADA","L' OREAL CANADA"
"68044","inactive","inactive","02244085","L'OREAL CANADA","L' OREAL CANADA"
"74177","inactive","inactive","02256525","L'OREAL CANADA","L' OREAL CANADA"
"74357","inactive","inactive","02258366","L'OREAL CANADA","L' OREAL CANADA"
"74358","inactive","inactive","02258374","L'OREAL CANADA","L' OREAL CANADA"
"74657","inactive","inactive","02261170","L'OREAL CANADA","L' OREAL CANADA"
"74658","inactive","inactive","02261189","L'OREAL CANADA","L' OREAL CANADA"
"75057","inactive","inactive","02265087","L'OREAL CANADA","L' OREAL CANADA"
"75354","inactive","inactive","02268159","L'OREAL CANADA","L' OREAL CANADA"
"75355","inactive","inactive","02268167","L'OREAL CANADA","L' OREAL CANADA"
"76596","inactive","inactive","02280280","L'OREAL CANADA","L' OREAL CANADA"
"76597","inactive","inactive","02280299","L'OREAL CANADA","L' OREAL CANADA"
"77440","inactive","inactive","02289016","L'OREAL CANADA","L' OREAL CANADA"
"77554","inactive","inactive","02290251","L'OREAL CANADA","L' OREAL CANADA"
"80252","inactive","inactive","02317001","L'OREAL CANADA","L' OREAL CANADA"
"81066","inactive","inactive","02325268","L'OREAL CANADA","L' OREAL CANADA"
"87609","inactive","inactive","02390671","L'OREAL CANADA","L' OREAL CANADA"
"91489","inactive","inactive","02430436","L'OREAL CANADA","L' OREAL CANADA"
"99757","inactive","inactive","02508184","L'OREAL CANADA","L' OREAL CANADA"
"10168","dormant","dormant","00813907","PHIBRO ANIMAL HEALTH CORPORATION","ZOETIS CANADA INC"
"10794","dormant","dormant","00859613","PHIBRO ANIMAL HEALTH CORPORATION","ZOETIS CANADA INC"
"11333","dormant","dormant","00890006","PHIBRO ANIMAL HEALTH CORPORATION","ZOETIS CANADA INC"
"62021","inactive","dormant","02238593","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"62022","inactive","dormant","02238594","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"62023","inactive","dormant","02238595","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"99581","approved","approved","02506440","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"101022","approved","approved","02520982","BIOCON BIOLOGICS CANADA INC","BIOCON SDN.BHD"
"106504","approved","approved","02562146","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"106660","approved","approved","02563851","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"106661","approved","approved","02563878","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"106897","approved","approved","02566478","BIOCON BIOLOGICS CANADA INC","BIOSIMILAR COLLABORATIONS IRELAND LIMITED"
