drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"66438","active","active","02242658","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"67829","active","active","02243888","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"67909","active","active","02243966","MEDLINE INDUSTRIES, LP","COLOPLAST A/S"
"68257","active","active","02244290","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"70312","active","active","02246162","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"71113","active","active","02246888","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"71619","active","active","02247374","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"71958","active","active","02247694","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"71959","active","active","02247698","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"71963","active","active","02247699","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"71964","active","active","02247700","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"71965","active","active","02247701","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"74940","active","active","02263998","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"77716","active","active","02291800","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"78149","active","active","02296152","KNIGHT THERAPEUTICS INC.","SUMITOMO PHARMA CANADA, INC."
"78172","active","active","02296381","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"78173","active","active","02296403","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"78174","active","active","02296411","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"84341","active","active","02358352","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"85288","active","active","02368064","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"86147","active","active","02376016","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"86409","active","active","02378272","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"86410","active","active","02378280","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"86411","active","active","02378299","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"86869","active","active","02382881","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"86872","active","active","02382938","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"87415","active","active","02388642","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"88890","approved","active","02404125","SOLVENTUM CANADA LIMITED","3M HEALTHCARE CANADA COMPANY LIMITED"
"90016","active","active","02415577","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"90017","active","active","02415585","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"90018","active","active","02415593","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"90019","active","active","02415607","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"90020","active","active","02415615","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"91764","active","active","02433249","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"91779","active","active","02433419","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"91781","active","active","02433435","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"91782","active","active","02433451","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"91903","active","active","02434725","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"92488","active","active","02440512","KENVUE CANADA INC.","JOHNSON & JOHNSON INC"
"92524","active","active","02440881","KENVUE CANADA INC.","JOHNSON & JOHNSON INC"
"95593","active","active","02467577","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"97609","approved","active","02485877","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"97610","active","active","02485885","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"97611","active","active","02485893","KNIGHT THERAPEUTICS INC.","ENDO OPERATIONS LTD."
"97710","active","active","02486954","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"102163","active","active","02532611","TANABE PHARMA CORPORATION","MITSUBISHI TANABE PHARMA CORPORATION"
"102245","active","active","02533464","LUVO MEDICAL TECHNOLOGIES INC","AEQUUS PHARMACEUTICALS INC."
"103697","active","active","02548070","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"37501","inactive","inactive","02227118","STERIS CORPORATION-ST. LOUIS DIVISION","STERIS CORPORATION  ST LOUIS DIVISION"
"78074","approved","approved","02295431","KNIGHT THERAPEUTICS INC.","SUMITOMO PHARMA CANADA, INC."
"100210","approved","approved","02512858","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"106387","approved","approved","02560852","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
"106388","approved","approved","02560860","RECKITT BENCKISER (CANADA) INC","RB HEALTH (CANADA) INC."
